CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",89.0,-22.63978,-43.20781,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",91.0,-25.44822978,-49.28962292,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",43.0,-1.674722222,-50.47906222,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-15.64468677,-56.15433368,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-22.81482292,-43.3096321,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-20.80899407,-49.52440814,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-16.93797383,-47.72099731,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",76.0,-29.90865647,-51.20011238,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.91695,-43.68598,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-23.30359026,-51.20224103,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",44.0,-9.381857368,-37.99967947,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",71.0,-9.375055,-38.00961,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-16.24962941,-47.90992017,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-29.58108953,-51.09191136,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-9.746919294,-37.43697518,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-1.518177867,-48.0453876,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",54.0,-9.388611,-37.999167,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-6.054815563,-49.88894102,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-16.63365,-49.27376,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-22.2310222,-42.51976814,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-21.24566736,-50.65087923,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",44.0,-17.110556,-39.182222,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.68061234,-51.05727766,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-19.82696,-44.14462,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",49.0,-21.23408704,-50.85900778,1
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",64.0,-9.366692133,-37.24881747,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-2.583994496,-44.18117,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",,-21.260833,-50.642778,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",58.0,-10.941111,-40.418889,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-22.920216,-43.221554,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",44.0,-17.32431889,-39.23473889,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-30.0783725,-51.19424625,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",41.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",,-22.880945,-43.31573,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-33.53269625,-53.35566625,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-27.832778,-54.061389,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-11.42601,-61.46354,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-9.231948095,-37.34748714,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",33.0,-10.72474591,-62.26689091,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",62.0,-26.77447509,-51.01651566,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-16.68351264,-49.26649643,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-30.54429382,-52.52233745,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.91831217,-43.3798813,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-21.40201478,-50.47039435,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.913785,-43.272465,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-26.78527,-50.99822,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-15.85807179,-58.45877454,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-6.939364706,-49.70216941,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.952816,-50.975296,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-12.95103,-38.49506,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.79449711,-43.39362526,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-15.65431,-56.12328,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",47.0,,,1
SERVICO,"MAIOR QUE R$ 7.600,00",54.0,-22.833754,-42.98345314,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-9.015278,-42.699444,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-3.13311098,-58.15681627,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-26.99011814,-48.63716523,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-5.053671016,-42.81315203,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",46.0,-15.059042,-48.163372,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-7.191076842,-48.19394263,2
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",89.0,-28.29048,-52.8147,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",53.0,-18.75454016,-44.42153297,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-2.980439005,-47.34444662,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.96448667,-43.19038667,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.51643857,-49.27550746,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",38.0,-15.56318,-56.03007,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",49.0,-18.75285429,-44.43917571,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-0.626620857,-47.34751286,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-30.01914667,-51.12299,2
SERVICO,"MAIOR QUE R$ 7.600,00",68.0,-23.55951652,-46.64769739,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-18.41667338,-49.24538127,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.5335608,-38.2999216,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-25.43467375,-49.25453,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-12.95471467,-38.48534281,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-7.995210769,-34.89255077,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",38.0,,,2
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",66.0,-1.606817177,-47.47545214,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",65.0,-23.55872,-46.449455,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-25.43448,-49.30318,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-4.953252083,-47.49343292,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.08693,-34.9331,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.83615514,-51.15066568,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-27.82617,-50.32406,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-22.87633667,-43.25719333,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.50920857,-49.22552857,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-28.3811998,-53.91461,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",57.0,,,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-7.21542,-48.18895375,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-30.023517,-51.078831,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.45871,-49.312212,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-29.9181,-51.05792,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",47.0,,,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",55.0,,,2
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-4.4,-40.910556,2
SEM RAMO,"DE R$ 788,00 A R$ 1.140,00",40.0,-21.47796756,-47.55159512,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",39.0,-6.398451875,-48.56854313,2
SEM RAMO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-1.415296,-48.475237,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",62.0,-25.44549907,-49.24614395,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,-11.16601541,-61.90498279,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",40.0,-16.66221916,-49.26432115,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-20.48113322,-54.63330671,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,2
SEM RAMO,"DE R$ 3.800,00 A R$ 7.600,00",92.0,-23.57148586,-46.61091448,2
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",44.0,-31.00404857,-52.05094571,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,2.81838,-60.73266,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-25.56493,-49.21206,2
MAT CONSTRUCAO,"DE R$ 788,00 A R$ 1.140,00",69.0,-22.275556,-54.165,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",34.0,2.846500741,-60.70859852,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",72.0,-23.537302,-46.981592,2
SEM RAMO,"DE R$ 788,00 A R$ 1.140,00",36.0,-1.519525263,-48.04499526,2
M.O.T.O.,"MAIOR QUE R$ 7.600,00",63.0,-22.95374111,-43.19892444,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",68.0,-23.54240796,-46.63183653,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",38.0,,,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",81.0,-18.56065963,-51.12836185,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-4.949773,-47.496671,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-18.3786,-49.2133,2
MAT CONSTRUCAO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-18.55720391,-51.13645174,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,,,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-16.66488091,-49.31755249,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",54.0,-22.91075592,-43.62256122,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",52.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-14.98692,-39.92347562,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.54237,-49.29298,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",39.0,-7.206325303,-39.31386727,2
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",33.0,-4.778901951,-48.08085585,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",46.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",37.0,-3.019269231,-59.93000192,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",70.0,-21.26038073,-45.0046022,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-25.55905032,-49.33760026,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-4.357386842,-39.30870649,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.49225807,-49.23520011,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-22.89286983,-43.4182574,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-25.37387,-49.23503,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",82.0,-20.17000465,-42.97081271,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",38.0,-6.003056,-40.292778,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",95.0,-22.91530508,-43.56822186,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.44380213,-49.20548128,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",72.0,-25.36517372,-49.22693117,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-14.43578,-54.04499,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",71.0,-28.79712771,-53.22956229,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-28.818333,-52.510278,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.5524623,-49.26764787,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-9.99988,-67.79301,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-31.73905286,-52.29644714,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-22.92979,-43.17755,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-9.441743868,-38.2175367,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",76.0,-22.95777841,-43.1847729,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-12.98126,-38.49116,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-6.096175325,-49.84207815,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",58.0,-22.23814188,-43.70521188,2
VAREJO,"MAIOR QUE R$ 7.600,00",56.0,-22.985675,-43.19854,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-23.54482667,-46.64661417,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.23447889,-53.67884444,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",47.0,-10.78988392,-49.6224398,2
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",41.0,-23.321484,-46.7021,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",74.0,-21.76806,-41.30963588,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.39131,-49.20724,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",24.0,-1.6893,-50.48413,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-14.86303276,-40.85294069,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.92607955,-51.06047773,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",76.0,-29.80105027,-50.03914081,2
MAT CONSTRUCAO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.98508,-43.57194,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",37.0,-0.716667,-48.523333,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-16.64431,-49.22886745,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",33.0,-1.42007,-48.47052,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,,,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",41.0,-1.99478,-47.94034,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",67.0,,,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-14.53528678,-52.79632186,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",90.0,-22.93884517,-43.34033931,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-17.57854571,-54.7586561,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-16.43137584,-49.94435574,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,2.811797677,-60.68240747,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-16.66488091,-49.31755249,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.7525,-51.09148,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-18.7513675,-50.94415,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-20.47254892,-54.5630453,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-20.3378607,-40.33896558,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-28.387778,-53.914722,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,,,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-20.40616143,-43.49740238,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-7.988628333,-34.85512033,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-23.20466,-45.85428,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-15.84056,-48.05181333,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-2.89,-41.903056,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.52825,-49.33894,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-25.34748231,-49.19269974,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-23.8005124,-46.73083137,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-15.64643431,-47.76993547,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",52.0,-22.86484,-43.26973,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.53053636,-47.34422542,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-21.22308,-45.00208,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-20.79684507,-51.72388704,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",60.0,,,2
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",56.0,-21.61,-42.836111,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-21.14888601,-47.8432901,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.85109393,-43.2439211,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-15.5441031,-54.30051929,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",80.0,-21.18609,-45.05881,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",35.0,-3.786797857,-49.58006476,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",,-23.46574818,-46.69251727,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-14.61121,-41.12741,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-17.87116167,-51.69672983,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",34.0,-7.4368,-70.02256,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-25.52624206,-49.29680442,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",63.0,,,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-28.39907183,-54.9625069,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-12.961944,-60.886667,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",71.0,-2.53414,-44.32814,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-30.06995074,-51.09951464,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-16.64132284,-49.27568684,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",75.0,-28.857262,-51.277526,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-28.37776738,-53.94284,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-30.041585,-51.22875,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",33.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.25611,-38.93252,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-4.22249,-38.04109,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",52.0,-22.86261222,-43.45390378,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-1.81963524,-44.86983915,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-30.25340504,-50.50747437,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-5.497807605,-47.48515823,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,,,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.55933113,-49.16982145,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.94596,-38.44398,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",70.0,-20.6531825,-43.79751,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",92.0,-8.514722,-35.124444,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.49423474,-49.30274579,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-20.19871314,-50.92693328,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",61.0,-2.701895625,-44.8335,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,-4.287059231,-45.24272231,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-8.510193236,-35.37709631,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-22.92719545,-43.51581576,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-19.88713385,-43.95729807,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-22.89057,-43.55964,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",45.0,-9.385552188,-40.5115325,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-10.23061375,-44.6393692,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",51.0,-30.5439181,-52.51425429,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-25.52547414,-49.21412121,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,-23.52823,-46.41478,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-29.99181464,-51.07355946,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",54.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",61.0,-8.357932727,-36.70157318,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",97.0,-20.09291962,-42.62532811,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",49.0,-8.35629,-36.69336,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",22.0,-0.932550714,-48.28709357,2
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",85.0,-7.98723,-34.90121,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-29.685826,-51.1371104,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-32.00969929,-52.03488071,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-22.96815,-43.39484,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",35.0,-3.080780769,-60.04144769,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.04659,-51.19589,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",62.0,-21.83832766,-45.40128422,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-22.9336668,-43.33502821,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-10.87712,-37.08188,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-23.66534833,-46.63135333,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-30.99574,-54.67151,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-29.256111,-51.533611,2
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.85669,-43.38998,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",45.0,-8.020135897,-34.91809718,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.47642325,-49.54479425,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-10.73325883,-37.08208533,2
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",61.0,-23.62685,-45.38398,2
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-23.542806,-46.644348,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",74.0,-23.554,-46.63106,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",37.0,-19.980209,-47.7699294,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-7.94910322,-36.21151424,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.29251,-51.8728,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-19.81783321,-43.97201679,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-5.039293731,-42.46365194,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.90170718,-51.17609921,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",82.0,-3.439444,-39.148333,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-30.04020294,-51.21118725,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-16.68543417,-49.26244538,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-19.86256385,-43.92907692,2
