CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-8.05302,-34.93894,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-29.16817,-51.19703429,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-23.02994367,-45.61299776,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",41.0,-10.7913175,-49.62560911,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-3.75295,-38.50193,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-29.74126194,-51.17073548,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-20.64177923,-40.51895154,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-22.16254157,-43.29025706,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,,,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",93.0,-23.18483091,-52.20679055,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",46.0,-7.85225,-35.76271,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-17.83537,-41.51183,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",67.0,,,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-29.90359,-51.1794,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.92320595,-51.04240338,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,,,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-25.354302,-49.190178,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.65833402,-49.26409618,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",66.0,-14.54820714,-49.9719,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",32.0,-20.76935,-49.38105,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",88.0,-25.4955938,-54.55735083,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-23.03159147,-45.53541253,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-23.848611,-50.187778,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-20.40103314,-54.57923914,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-29.76921385,-51.14995692,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",92.0,-17.46737176,-41.88023294,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",71.0,-22.73826,-45.10161,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.110958145,-60.00689361,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-17.84083,-41.51083,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",53.0,-23.271667,-55.529167,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",45.0,-8.615577037,-35.11098333,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-28.54891,-54.55284,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-3.566472751,-44.57722094,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",39.0,-15.60984796,-55.99662667,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",67.0,-27.08857667,-48.91448667,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-26.22263,-52.67137,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-22.74736251,-45.12144605,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-31.7196125,-52.3083325,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-5.73269982,-44.14991311,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-22.7685756,-47.3878176,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-13.86988887,-40.06870458,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-19.76007286,-40.38194643,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-12.25085235,-38.94536765,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",57.0,-8.36958,-35.23919,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",55.0,-25.583889,-49.635556,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-22.613611,-45.176111,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.6152695,-56.12284,2
CIA AEREAS,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.85906404,-43.48404269,2
CIA AEREAS,"DE R$ 788,00 A R$ 1.140,00",47.0,-8.39095,-48.48894,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",91.0,-28.04464,-55.1968,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-15.59128,-56.08639,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.80221558,-43.18440785,2
AGENCIA DE TUR,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-16.77894869,-49.34606174,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",48.0,-19.351389,-41.456389,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",87.0,-24.81531345,-53.12188018,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-3.726027016,-38.49830552,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-22.59209,-44.96695,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-26.74269944,-49.152505,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",98.0,-22.42720208,-42.96434042,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-20.47355032,-54.62751435,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",45.0,-8.087787602,-34.88431861,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.69965446,-43.47482361,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-13.74491,-39.478875,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",69.0,-22.58902,-44.9651,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",37.0,-10.338525,-48.292205,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",45.0,-8.384478367,-35.32358306,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-20.49837889,-54.63434148,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",45.0,-19.32719448,-41.25510418,2
MOVEIS E DECOR,"DE R$ 1.900,00 A R$ 3.800,00",72.0,-30.8494266,-51.81584745,2
MOVEIS E DECOR,"DE R$ 788,00 A R$ 1.140,00",48.0,-8.360492295,-35.22873492,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",75.0,-19.33592,-41.25846,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-23.59464647,-48.03191235,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-19.99791594,-44.02438938,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-8.004844286,-34.8928781,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-28.31455633,-53.51230267,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",40.0,-7.218494001,-44.198513,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-21.30606,-46.72126,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-25.46993213,-49.29437688,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-20.38412357,-40.32373286,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-16.58749,-49.28563,2
MAT CONSTRUCAO,"DE R$ 788,00 A R$ 1.140,00",68.0,-19.64522125,-42.750135,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",110.0,,,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-22.93623,-43.19179778,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",68.0,-28.06853774,-52.0126629,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-4.276296471,-41.77472941,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-21.57724571,-45.43869857,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",31.0,,,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-26.08644,-49.77919,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-16.61549107,-49.24493028,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-6.031576207,-47.92724621,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",,-23.96614773,-47.50799955,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",46.0,-23.77469381,-46.61495524,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",35.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-22.6566345,-43.59921089,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",48.0,-8.014950718,-34.86105891,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-21.53393814,-42.63773309,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-26.90126417,-49.12594361,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.947242,-43.363376,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-10.93657,-37.062935,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",107.0,-23.81182,-47.71515,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",57.0,-29.79108364,-55.77080545,2
SEM RAMO,"DE R$ 3.800,00 A R$ 7.600,00",52.0,-21.77872395,-43.3556214,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-1.899722,-50.164444,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-20.50034771,-54.63273188,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-12.99676,-38.445166,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",61.0,-21.72441,-43.03881,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-22.1771706,-42.9867322,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",38.0,-5.191508889,-39.29455778,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-26.96858333,-49.05881333,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.96762,-38.41622,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",79.0,-20.82849706,-43.80557235,2
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",49.0,,,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",71.0,-23.34934863,-47.69580342,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-23.51809373,-47.48178559,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.89592,-43.25204,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",51.0,-19.71478,-42.34997,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",79.0,-19.88142143,-44.08971429,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",65.0,-23.51494,-47.49537,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-26.87396,-49.068756,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",69.0,-5.19293,-39.30278455,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",73.0,-21.24126966,-45.75622345,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-23.9348172,-46.18426772,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",39.0,,,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",71.0,-23.2425,-47.058889,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-10.8411,-38.54566,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",92.0,-7.656944,-35.326667,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-21.603765,-45.550595,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",70.0,-8.79589,-63.87817,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-8.769977632,-63.90235301,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-23.51749,-46.45818,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-11.6725,-61.193611,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",83.0,-27.258056,-49.933889,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",74.0,-22.610833,-43.709167,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",55.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",84.0,-19.00262,-45.9694,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.94749481,-43.68120658,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-8.014424211,-34.89601474,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-11.349722,-41.664444,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.60557194,-38.30674716,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,,,2
INEXISTENTE,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-23.26789,-47.299,2
INEXISTENTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-7.898248163,-34.90117612,2
AGENCIA DE TUR,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-26.80384,-49.26425463,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-15.41605263,-39.49386842,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-21.18374,-47.8238713,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-20.54128,-44.635245,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",68.0,-22.91358816,-43.65444755,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",42.0,-6.73,-38.716944,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",49.0,-20.53748921,-44.63256329,2
CIA AEREAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-26.90228846,-49.35436077,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",70.0,-23.1024968,-48.614364,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",88.0,-30.34034388,-54.33265165,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",75.0,-20.326667,-44.238611,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-5.309842593,-38.91849593,2
CIA AEREAS,"DE R$ 3.800,00 A R$ 7.600,00",56.0,,,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",49.0,-20.3338613,-44.24019087,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",77.0,-3.7175,-53.736667,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",78.0,-23.101667,-48.615833,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-16.30401118,-48.94102431,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-23.01438,-46.83992,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",56.0,,,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.92807889,-43.17698333,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,,,2
CIA AEREAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-15.226111,-59.335278,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",60.0,-11.82679103,-42.61270138,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-16.66441,-49.2776,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",74.0,-17.81309789,-50.60381224,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",41.0,-7.589797541,-39.27479934,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-8.126464932,-34.90177676,2
CIA AEREAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-29.76549222,-51.14684444,2
CIA AEREAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-14.164167,-39.373611,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",87.0,,,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",58.0,-22.98367,-43.21723825,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",41.0,,,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-3.003196978,-60.00247072,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.818333,-35.186389,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.90139213,-50.26920902,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",60.0,-8.590833,-35.116111,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",56.0,-22.98952737,-43.25197263,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.89676,-43.10908667,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-25.46107,-49.12825,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-23.9846431,-48.3550231,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-8.133685385,-34.97792487,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",65.0,-5.197052632,-39.29891263,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",42.0,-5.586908571,-39.38139987,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-20.28034,-45.53841,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",66.0,-27.31238861,-49.79541653,2
SERVICO,"MAIOR QUE R$ 7.600,00",55.0,-22.48745488,-44.0569195,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",74.0,-31.76479714,-52.43464143,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",62.0,-5.588056,-39.371667,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",75.0,-28.29712,-52.78771,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-26.94360206,-49.07259,2
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-30.82344414,-51.73094306,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",62.0,-21.55057556,-45.73167844,2
MOVEIS E DECOR,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-21.81121579,-54.53902526,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-12.94383,-38.44747333,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-22.793185,-45.18404,2
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",73.0,-29.67902712,-51.05500136,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",58.0,-26.96828619,-49.05148,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",42.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-12.26592375,-38.96649839,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.04246655,-51.17991966,2
MAT CONSTRUCAO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.81391333,-43.35846379,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",68.0,-23.99263083,-48.87716,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",32.0,-10.572778,-67.675556,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",,-23.489515,-47.45579,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-26.88284625,-49.05685375,2
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-20.45593158,-42.66542211,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-26.91557125,-49.04908063,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",63.0,,,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.194453,-51.1981835,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-4.774777391,-48.07338826,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",43.0,,,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-3.766211538,-38.57076865,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-23.4884607,-47.46655338,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",62.0,-16.680815,-49.298465,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",42.0,-21.291065,-47.425325,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-22.88960556,-43.30018055,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-11.02821789,-68.74226789,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-28.26270793,-52.39005862,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,,,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-5.194139583,-39.29553833,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-27.95005,-52.91968,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-26.29430083,-48.84573567,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-27.59665,-48.54969,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",56.0,-15.29623677,-49.42434613,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",44.0,-8.75476918,-35.10128328,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-8.51032,-35.0037,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-26.33763429,-48.797408,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-22.88036,-47.04785,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",66.0,,,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-15.83997903,-48.0551589,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.8825,-43.30364,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-23.747026,-46.546512,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.0922146,-38.50124483,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.90980048,-43.2979581,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-29.14392,-51.13767,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-23.09850271,-47.72152254,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-3.748904528,-38.51551491,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",58.0,-22.88991818,-43.31416091,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",72.0,-23.04484274,-47.83299288,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.90506782,-43.26812835,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-1.443550881,-48.45145138,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",65.0,-23.45118484,-47.36967806,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-22.89031,-43.31317,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",92.0,-29.16022111,-51.51933333,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",56.0,,,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-22.68876863,-43.57602616,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",71.0,-29.16020873,-51.515579,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-19.97173121,-43.93680172,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-2.490979504,-44.26622855,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-19.92679638,-43.94257511,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-19.81001,-43.97691,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",51.0,-30.97846905,-54.67662476,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-23.08648,-48.91671,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-14.02016727,-41.24906455,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",63.0,-5.590946744,-39.37590116,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-26.46860261,-49.11043783,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-8.223876186,-34.95567619,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",43.0,-1.610941064,-47.48774915,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-30.058388,-51.190082,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",50.0,,,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",70.0,,,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.94034462,-42.88208,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.13073116,-51.17333674,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",75.0,-8.254218667,-49.26905067,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-22.98161,-47.14602,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-23.46049,-46.4068998,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,2
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.86506,-43.43712111,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",49.0,-29.61411765,-54.18402588,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-20.45209309,-53.76762473,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.865,-50.08449,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-23.68695842,-46.78121158,2
